# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
10	textures\enemies.png	3	26	110
11	textures\enemies-reflect.png	3	26	110
12	textures\enemies_full.png	68	145	190
13	textures\enemies-full-right.png	68	145	190
14	textures\enemies-full-upside-down.png	68	145	190
20	textures\misc.png	176	224	248
400	textures\man_1.png	224	163	216
30	textures\tiles.png	255	128	192
40	textures\misc2.png	4	193	170
50	textures\misc-2.png	166	185	255
60	textures\misc-6.png	255	150	255
61	textures\misc-6.png	0	224	142
62	textures\BoardInfo.png	173	231	225
70	textures\mario-2.png	255	255	255
110	textures\enemies-3reflect.png	163	73	164
100	textures\enemies-3.png	163	73	164
120	textures\misc-2reflect.png	166	185	255
130	textures\racoontransform.png	68	145	190
140	textures\BoardSpace.png	255	255	255
150	textures\enemies-2.png	0	128	128
160	textures\fragment.png	224	163	216
170	textures\Goal.png	0	183	239
180	textures\GameClear.png	0	0	0
190	textures\extra_scene_1_1.png	255	0	255


# id	left	top	right	bottom	texture_id
[SPRITES]

# goal border
1	400	401	402	403	500	501	502	503	599	10	11	12	13	134	135	151	154	156	157	158	159	504	505	160	161	176	177	506	507	172	173	174	175	164	166	178	181	184	186	188	191	192	193	194	195	196	197	1100	400001	400002	300001	300002	500001	500002	400010	400009	300007	300008	500009	500010	400003	400006	300005	300003	500006	500003	400004	400005	300006	300004	500005	500004	400011	400012	300010	300009	500011	500012	500013	500014	888880	888881	888883	888884	888886	888887	888888	888889	888890	888891	888892	888895	888898	888899	888900	888903	888906	888908	888909	888910	888911	888912	888913	888914	888915	888916	888917	888918	888919	888920


999995	999995

# black pipe
999991	999991
999992	999992
999993	999993
999994	999994

# Course clear board
#star - flower - mushroom
96	90	91	92


#FRAGMENT
95	1

#BROKEN BRICK
90013	90013	1

#DIGIT AND ALPHABET
2000	200000	200001	200002	200003	200004	200005	200006	200007	200008	200009	200010	200011	200012	200013	200014	200015	200016	200017	200018	200019	200020	200021	200022	200023	200024	200025	200026	200027	200028	200029	200030	200031	200032	200033	200034	200035

#MARIO PLAYER
2036	200036

#DOLLAR SIGN
2037	200037
#CLOCK
2038	200038

#SPEED BAR
2039	200039	200040	200041	200042	200043	200044	200045	200046

#bang effect
100044	100044

#ENDGAME CARD
200048	200048
200049	200049
200050	200050
200051	200051
2048	200048	200049	200050	200051
#ENDGAME BLOCK
200053	200053	200054
#spin choosen one
200057	200057	200058	200059

#BOARD
2052	200052

# QUESTION BRICK 
22	602	410	90013

# BRICK 
2	601
3	610
4	603
5	604
6	605
7	606
9	608
#10	609	715
#TRANS BRICK
11	611

# transparent flower
30	30000

# transparent star
31	30001

# transparent mushroom
32	30002

# single bush
33	30003

# smiling_cloud
34	30004

# cloud
# left top cloud
35	30005
# top cloud
36	30006
# right top cloud
37	30007
# left bottom cloud
38	30008
# bottom cloud
39	30009
# right bottom cloud
40	40000

# high bush
# left top
50	50000
#right top
51	50001

# Piranha Plant
52	73	74	75	76	77	78	79	80	70023	70024	70021	70022	70019	70020	70017	70018	1100

# GREEN SHORT PIRANHA PLANT
70015	70015	1100


# GREEN SHORT SHOOTING PLANT
#70017	70023	70024	70021	70022	70019	70020	70017	70018	1100

# ---------PIPE-----------
# top left pipe
711	70011
# top right pipe
712	70012
# bottom left pipe
713	70013	
# bottom right pipe
714	70014

# ---------Fireball-------
610	60010	60011	1100

# shadow box
# right top corner
45	40005
# vertical
46	40006
# right bottom corner
47	40007
# horizontally
48	40008
# left bottom corner
49	40009

# color brick corner
# top left corner white
80	80000
# top right corner white
81	80001
# bottom left corner white
82	80002
# bottom right corner white
83	80003

# top left corner green
84	80004
# top right corner green
85	80005
# bottom left corner green
86	80006
# bottom right corner green
87	80007

# top left corner pink
88	80008
# top right corner pink
89	80009
# bottom left corner pink
810	80010
# bottom right corner pink
811	80011

# top left corner blue
812	80012
# top right corner blue
813	80013
# bottom left corner blue
814	80014
# bottom right corner blue
815	80015

# center blue
816	80016
# center pink
817	80017
# center green
818	80018
# center white
819	80019

#COIN
90	90000

#POINT
# 100 200
911	90011	90012	90017	90018	90019	90020	90021	90022	90023

# ==== MUSHROOM =======
93	90003

# LEAF
94	217	218


# GOOMBA
1001	1001	1003	1025	100026	100028	100029	111111	111113	111114


#Koopas
1004	100004	100005	100008	100010	100012	100022	100036	100038	100040	100042	100046	100047	100052

#RED KOOPAS
1013	100017	100019	100015	100013	100018	100049	100050	100055

# boomerang
110000	110004	110000	110005	110001

# green boomerang guy
110008	110008	110010	110012	110014	110016

[MAP]
# matrixFilePath	mapHeight	mapWidth	tileHeight	tileWidth	textureId	tilesPerRow	tilesPerColumn
maps\map_indexes_man1.txt	481	2816	16	16	400	16	8

[OBJECTS]

0	0	32	368	1
1	50	115	98	0	148	150	1
2	8	112	32	30
3	8	224	64	31
4	8	256	32	32
5	8	256	64	32
6	8	288	80	31
7	8	304	80	30
8	8	336	32	30
9	8	368	64	30
10	8	592	48	30
11	8	608	48	31
12	8	672	16	31
13	8	752	16	30
14	8	752	48	30
15	8	800	16	31
16	8	832	32	32
17	8	960	64	32
18	8	1104	112	30
19	8	1184	128	31
20	8	1216	128	32
21	8	1264	48	30
22	8	1360	32	30
23	8	1392	144	30
24	8	1456	96	30
25	8	1488	80	30
26	8	1504	64	31
27	8	1504	96	31
28	8	1616	32	30
29	8	1680	64	30
30	8	1728	64	32
31	8	1856	80	32
32	8	1920	16	32
33	8	1920	144	32
34	8	1952	16	31
35	8	2112	112	32
36	8	2224	80	30
37	8	2384	0	30
38	8	2448	0	30
39	8	2416	144	30
40	18	0	416	3	624	16
41	18	624	400	3	464	16
42	18	1152	416	3	352	16   
43	18	1536	416	3	80	16
44	18	1664	416	3	576	16
45	18	2256	416	3	560	16
46	18	1408	192	3	64	16
47	18	1488	176	3	208	16
48	1	0	416	3
49	1	16	416	2
50	1	32	416	2
51	1	48	416	2
52	1	64	416	2
53	1	80	416	2
54	1	96	416	2
55	1	112	416	2
56	1	128	416	2
57	1	144	416	2
58	1	160	416	2
59	1	176	416	2
60	1	192	416	2
61	1	208	416	2
62	1	224	416	2
63	1	240	416	2
64	1	256	416	2
65	1	272	416	2
66	1	288	416	2
67	1	304	416	2
68	1	320	416	2
69	1	336	416	2
70	1	352	416	2
71	1	368	416	2
72	1	384	416	2
73	1	400	416	2
74	1	416	416	2
75	1	432	416	2
76	1	448	416	2
77	1	464	416	2
78	1	480	416	2
79	1	496	416	2
80	1	512	416	2
81	1	528	416	2
82	1	544	416	2
83	1	560	416	2
84	1	576	416	2
85	1	592	416	2
86	1	608	416	2
87	1	624	416	5
88	1	640	416	6
89	1	656	416	6
90	1	672	416	6
91	1	688	416	6
92	1	704	416	6
93	1	720	416	6
94	1	736	416	6
95	1	752	416	6
96	1	768	416	6
97	1	784	416	6
98	1	800	416	6
99	1	816	416	6
100	1	832	416	6
101	1	848	416	6
102	1	864	416	6
103	1	880	416	6
104	1	896	416	6
105	1	912	416	6
106	1	928	416	6
107	1	944	416	6
108	1	960	416	6
109	1	976	416	6
110	1	992	416	6
111	1	1008	416	6
112	1	1024	416	6
113	1	1040	416	6
114	1	1056	416	6
115	1	1072	416	7
116	1	624	400	3
117	1	640	400	2
118	1	656	400	2
119	1	672	400	2
120	1	688	400	2
121	1	704	400	2
122	1	720	400	2
123	1	736	400	2
124	1	752	400	2
125	1	768	400	2
126	1	784	400	2
127	1	800	400	2
128	1	816	400	2
129	1	832	400	2
130	1	848	400	2
131	1	864	400	2
132	1	880	400	2
133	1	896	400	2
134	1	912	400	2
135	1	928	400	2
136	1	944	400	2
137	1	960	400	2
138	1	976	400	2
139	1	992	400	2
140	1	1008	400	2
141	1	1024	400	2
142	1	1040	400	2
143	1	1056	400	2
144	1	1072	400	4
145	1	1152	416	3
146	1	1168	416	2
147	1	1184	416	2
148	1	1200	416	2
149	1	1216	416	2
150	1	1232	416	2
151	1	1248	416	2
152	1	1264	416	2
153	1	1280	416	2
154	1	1296	416	2
155	1	1312	416	2
156	1	1328	416	2
157	1	1344	416	2
158	1	1360	416	2
159	1	1376	416	2
160	1	1392	416	2
161	1	1408	416	2
162	1	1424	416	2
163	1	1440	416	2
164	1	1456	416	2
165	1	1472	416	2
166	1	1488	416	4
167	1	1536	416	3
168	1	1552	416	2
169	1	1568	416	2
170	1	1584	416	2
171	1	1600	416	4
172	1	1664	416	3
173	1	1680	416	2
174	1	1696	416	2
175	1	1712	416	2
176	1	1728	416	2
177	1	1744	416	2
178	1	1760	416	2
179	1	1776	416	2
180	1	1792	416	2
181	1	1808	416	2
182	1	1824	416	2
183	1	1840	416	2
184	1	1856	416	2
185	1	1872	416	2
186	1	1888	416	2
187	1	1904	416	2
188	1	1920	416	2
189	1	1936	416	2
190	1	1952	416	2
191	1	1968	416	2
192	1	1984	416	2
193	1	2000	416	2
194	1	2016	416	2
195	1	2032	416	2
196	1	2048	416	2
197	1	2064	416	2
198	1	2080	416	2
199	1	2096	416	2
200	1	2112	416	2
201	1	2128	416	2
202	1	2144	416	2
203	1	2160	416	2
204	1	2176	416	2
205	1	2192	416	2
206	1	2208	416	2
207	1	2224	416	4
208	1	2256	416	3
209	1	2272	416	2
210	1	2288	416	2
211	1	2304	416	2
212	1	2320	416	2
213	1	2336	416	2
214	1	2352	416	2
215	1	2368	416	2
216	1	2384	416	2
217	1	2400	416	2
218	1	2416	416	2
219	1	2432	416	2
220	1	2448	416	2
221	1	2464	416	2
222	1	2480	416	2
223	1	2496	416	2
224	1	2512	416	2
225	1	2528	416	2
226	1	2544	416	2
227	1	2560	416	2
228	1	2576	416	2
229	1	2592	416	2
230	1	2608	416	2
231	1	2624	416	2
232	1	2640	416	2
233	1	2656	416	2
234	1	2672	416	2
235	1	2688	416	2
236	1	2704	416	2
237	1	2720	416	2
238	1	2736	416	2
239	1	2752	416	2
240	1	2768	416	2
241	1	2784	416	2
242	1	2800	416	4
243	51	1504	336	9
244	51	1520	336	9
245	51	1568	400	9
246	51	1584	400	9
247	51	1600	400	9
248	51	1584	384	9
249	51	1600	384	9
250	51	1600	368	9
251	51	1664	400	9
252	51	1680	400	9
253	51	1696	400	9
254	51	1664	384	9
255	51	1680	384	9
256	51	1664	368	9
257	51	2256	368	9
258	51	2272	368	9
259	51	2256	304	9
260	51	2272	304	9
261	8	160	400	33
262	8	176	400	33
263	8	192	400	33
264	8	672	384	33
265	8	688	384	33
266	8	704	384	33
267	8	720	384	33
268	8	736	384	33
269	8	752	384	33
270	8	1040	384	33
271	8	1056	384	33
272	8	1184	400	33
273	8	1200	400	33
274	8	1216	400	33
275	8	1728	400	33
276	8	1744	400	33
277	8	1760	400	33
278	8	1408	192	34
279	8	1424	192	34
280	8	1440	192	34
281	8	1456	192	34
282	8	1488	176	34
283	8	1504	176	34
284	8	1520	176	34
285	8	1536	176	34
286	8	1552	176	34
287	8	1568	176	34
288	8	1584	176	34
289	8	1600	176	34
290	8	1616	176	34
291	8	1632	176	34
292	8	1648	176	34
293	8	1664	176	34
294	8	1680	176	34
295	8	112	272	35
296	8	112	288	38
297	8	128	272	36
298	8	128	288	39
299	8	144	272	36
300	8	144	288	39
301	8	160	272	37
302	8	160	288	40
303	8	320	256	35
304	8	320	272	38
305	8	336	256	36
306	8	336	272	39
307	8	352	256	37
308	8	352	272	40
309	8	640	272	35
310	8	656	272	36
311	8	672	272	37
312	8	640	288	38
313	8	656	288	39
314	8	672	288	40
315	8	720	304	35
316	8	736	304	36
317	8	752	304	36
318	8	768	304	36
319	8	784	304	37
320	8	720	320	38
321	8	736	320	39
322	8	752	320	39
323	8	768	320	39
324	8	784	320	40
325	8	1168	272	35
326	8	1184	272	36
327	8	1200	272	37
328	8	1168	288	38
329	8	1184	288	39
330	8	1200	288	40
331	8	1648	272	35
332	8	1664	272	36
333	8	1680	272	36
334	8	1696	272	36
335	8	1712	272	37
336	8	1648	288	38
337	8	1664	288	39
338	8	1680	288	39
339	8	1696	288	39
340	8	1712	288	40
341	8	2320	288	35
342	8	2336	288	36
343	8	2352	288	37
344	8	2320	304	38
345	8	2336	304	39
346	8	2352	304	40
347	8	16	368	50
348	8	32	352	50
349	8	48	352	51
350	8	64	368	50
351	8	80	368	51
352	8	96	368	50
353	8	112	368	51
354	8	128	384	51
355	8	816	384	50
356	8	832	352	50
357	8	848	352	51
358	8	864	352	50
359	8	880	336	50
360	8	896	336	51
361	8	912	352	50
362	8	928	352	51
363	8	944	384	50
364	8	960	352	50
365	8	976	352	51
366	8	992	368	51
367	8	1888	400	50
368	8	1904	368	50
369	8	1920	368	51
370	8	1936	384	51
371	8	2368	352	50
372	8	2384	336	50
373	8	2400	288	50
374	8	2416	288	51
375	8	2432	304	51
376	8	2448	384	51
377	10	360	368	52	352	368	30	32	0
378	10	1864	368	52	1856	368	30	32	1
379	61	1800	384	70015	1792	384	30	16	1
380	13	352	368	711
381	13	368	368	712
382	13	352	384	713
383	13	352	400	713
384	13	368	384	714
385	13	368	400	714
386	13	1792	384	711
387	13	1808	384	712
388	13	1792	400	713
389	13	1808	400	714
390	13	1856	368	711
391	13	1872	368	712
392	13	1856	384	713
393	13	1872	384	714
394	13	1856	400	713
395	13	1872	400	714
396	13	2320	400	713
397	13	2336	400	714
398	13	2256	384	713
399	13	2272	384	714
400	13	2256	400	713
401	13	2272	400	714
402	13	2256	128	713
403	13	2272	128	714
404	13	2256	144	713
405	13	2272	144	714
406	13	2256	160	713
407	13	2272	160	714
408	13	2256	176	713
409	13	2272	176	714
410	13	2256	192	713
411	13	2272	192	714
412	13	2256	208	713
413	13	2272	208	714
414	13	2256	224	713
415	13	2272	224	714
416	13	2256	240	713
417	13	2272	240	714
418	13	2256	256	713
419	13	2272	256	714
420	13	2256	272	713
421	13	2272	272	714
422	13	2256	288	713
423	13	2272	288	714
424	13	240	368	88
425	13	272	368	89
426	13	240	400	810
427	13	272	400	811
428	13	272	336	812
429	13	304	336	813
430	13	304	400	815
431	13	2144	368	88
432	13	2176	368	89
433	13	2176	400	811
434	13	2176	272	84
435	13	2208	272	85
436	13	2208	400	87
437	13	2192	368	45
438	13	2192	384	46
439	13	2192	400	46
440	13	2224	272	45
441	13	2224	288	46
442	13	2224	304	46
443	13	2224	320	46
444	13	2224	336	46
445	13	2224	352	46
446	13	2224	368	46
447	13	2224	384	46
448	13	2224	400	46
449	13	1328	320	812
450	13	1424	320	813
451	13	1424	400	815
452	13	464	336	88
453	13	512	336	89
454	13	528	336	45
455	13	528	352	46
456	13	528	368	46
457	13	1312	144	88
458	13	1360	144	89
459	13	1312	160	810
460	13	1360	160	811
461	13	1376	144	45
462	13	1376	160	46
463	13	1376	176	47
464	13	1312	176	49
465	13	1328	176	48
466	13	1344	176	48
467	13	1360	176	48
468	13	1296	352	88
469	13	1392	352	89
470	13	1392	400	811
471	13	1408	352	45
472	13	1408	368	46
473	13	1408	384	46
474	13	1408	400	46
475	13	1264	384	84
476	13	400	368	84
477	13	512	384	84
478	13	1264	400	86
479	13	400	400	86
480	13	512	400	86
481	13	1360	384	85
482	13	464	368	85
483	13	592	384	85
484	13	1360	400	87
485	13	464	400	87
486	13	592	400	87
487	13	1376	384	45
488	13	1376	400	46
489	13	480	368	45
490	13	480	384	46
491	13	480	400	46
492	13	608	384	45
493	13	608	400	46
494	13	1376	384	45
495	13	1376	400	46
496	13	1408	352	45
497	13	1408	368	46
498	13	1408	384	46
499	13	1408	400	46
500	13	1440	320	45
501	13	1440	336	46
502	13	1440	352	46
503	13	1440	368	46
504	13	1440	384	46
505	13	1440	400	46
506	13	288	368	45
507	13	288	384	46
508	13	288	400	46
509	13	320	336	45
510	13	320	352	46
511	13	320	368	46
512	13	320	384	46
513	13	320	400	46
514	12	352	368	9	32	16
515	12	353	384	9	30	32
516	12	2320	384	9	32	16
517	12	1792	384	9	32	16
518	12	1793	400	9	30	16
519	12	1856	368	9	32	16
520	12	1857	384	9	30	32
521	12	2257	384	9	30	33
522	12	2320	384	9	32	16
523	12	2321	400	9	30	16
524	12	2257	128	9	30	176
525	14	240	368	9	48	1
526	14	272	336	9	48	1
527	14	400	368	9	80	1
528	14	464	336	9	64	1
529	14	512	384	9	96	1
530	14	512	304	9	63	1
531	14	1312	144	9	64	1
532	14	2144	368	9	48	1
533	14	2176	272	9	48	1
534	14	1264	384	9	112	1
535	14	1296	352	9	112	1
536	14	1328	320	9	112	1
537	1	0	135	22
538	1	0	150	22
539	1	16	150	22
540	1	32	150	22
541	1	100	150	22
542	1	115	150	22
543	1	130	150	22
544	15	176	352	22	16	90
545	15	192	352	22	16	90
546	15	224	304	22	16	90
547	15	240	304	22	19	94
548	15	416	320	22	16	90
549	15	656	384	22	19	94	17	93
550	15	704	352	22	16	90
551	15	1472	368	22	19	94	17	93
552	2	224	380	1001	0
553	2	832	384	1001	0
554	2	880	384	1001	0
555	2	528	384	1001	0
556	2	944	368	1001	1
557	3	1472	384	1004	-1	0
558	3	1424	288	1004	-1	1
559	3	1376	288	1004	-1	1
560	3	1328	288	1004	-1	1
561	53	576	352	1013	-1	512	384	9	96
562	53	2096	352	1013	-1	2096	384	16	16
563	52	1072	320	90
564	52	1104	288	90
565	52	1136	256	90
566	52	1168	224	90
567	52	1200	192	90
568	52	1328	80	90
569	52	1344	80	90
570	52	1360	80	90   
571	52	1472	112	90
572	52	1488	112	90
573	52	1536	128	90
574	52	1552	128	90
575	52	1568	128	90
576	52	1584	128	90
577	52	1616	112	90
578	52	1632	112	90
579	52	1648	112	90
580	52	1664	112	90
581	52	1696	144	90
582	52	1728	112	90
583	52	1760	128	90
584	52	1808	96	90
585	52	1840	128	90
586	54	1984	368	90013	52
587	54	2000	368	90013	52
588	54	2096	384	90013	52
589	54	2048	400	90013	52
591	54	1968	384	90013	52
592	54	1984	384	90013	52
593	54	2000	384	90013	52
594	54	2016	384	90013	52
595	54	2032	384	90013	52
596	54	1952	400	90013	52
597	54	1968	400	90013	52
598	54	1984	400	90013	52
599	54	2000	400	90013	52
600	54	2016	400	90013	52
601	54	2032	400	90013	52
602	54	2048	400	90013	52
603	54	2112	400	90013	52
604	54	2016	368	90013	52
605	54	2096	400	90013	52
590	9994	2032	368	22	586	587	588	589	591	592	593	594	595	596	597	598	599	600	601	602	603	604
606	57	2688	336	200053
607	9990	2528	240	96
608	50	2832	368	0	2848	416	4
609	9991	2256	112	9	32	16	6	1	128	16	32	16
610	9992	2256	112	711
611	9992	2272	112	712
612	9992	2256	128	713
613	9992	2272	128	714
614	9992	2256	144	713
615	9992	2272	144	714
616	15	1440	128	22	62	999995
617	8	2683	331	999999



[GRID]
# cellWidth	cellHeight
80	80	gen\grid_1_1.txt

[BOARD]
BOARD	2052
CARDSTACK	2048
POINT	2000
MONEY	2000
TIME	2000
LIVES	2000
WORLDNUM	2000
#WORLDFIELD	2000
PLAYERCHAR	2036
SPEEDBAR	2039
#CLOCK	2038
#DOLLARSIGN	2037
