# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
10	textures\enemies.png	3	26	110
11	textures\enemies-reflect.png	3	26	110
12	textures\enemies_full.png	68	145	190
13	textures\enemies-full-right.png	68	145	190
14	textures\enemies-full-upside-down.png	68	145	190
20	textures\misc.png	176	224	248
400	textures\man_1.png	224	163	216
30	textures\tiles.png	255	128	192
40	textures\misc2.png	4	193	170
50	textures\misc-2.png	166	185	255
60	textures\misc-6.png	255	150	255
61	textures\misc-6.png	0	224	142
62	textures\BoardInfo.png	173	231	225
70	textures\mario-2.png	255	255	255
110	textures\enemies-3reflect.png	163	73	164
100	textures\enemies-3.png	163	73	164
120	textures\misc-2reflect.png	166	185	255
130	textures\racoontransform.png	68	145	190
140	textures\BoardSpace.png	255	255	255
150	textures\enemies-2.png	0	128	128
160	textures\fragment.png	224	163	216
170	textures\Goal.png	0	183	239
180	textures\GameClear.png	0	0	0
190	textures\extra_scene_1_1.png	255	0	255


# id	left	top	right	bottom	texture_id
[SPRITES]

# green mushroom
maps\extra_scene_1_1_map.txt	224	512	16	16	190	7	1

[OBJECTS]
# type	id	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas


0	18	128	160	3	128	16
1	18	112	0	3	16	176
2	18	160	0	3	192	16
3	18	256	144	3	16	16
4	18	272	128	3	16	16
5	18	288	112	3	16	16
6	18	304	96	3	16	16
7	18	320	80	3	16	16
8	18	336	64	3	64	16
9	18	384	0	3	16	64
10	52	210	41	90
11	52	226	25	90
12	52	242	25	90
13	52	258	41	90
14	52	258	57	90
15	52	242	73	90
16	52	226	73	90
17	52	258	89	90
18	52	258	105	90
19	52	242	121	90
20	52	226	121	90
21	52	210	105	90
22	0	144	112	1
23	9991	352	16	9	32	16	1	-1	2320	384	32	16

24	9992	128	0	999991
25	9992	144	0	999992
26	9992	128	16	999993
27	9992	144	16	999994

28	9992	352	0	999991
29	9992	368	0	999992
30	9992	352	16	999993
31	9992	368	16	999994


# PIPE PORTAL
# type x y ani_set_id width height scene_id	moving_direction (-1: up, 1: down)	exitX	exitY	exitWidth	exitHeight
9991	352	16	9	32	16	1	-1	2320	384	32	16

[GRID]
# cellWidth	cellHeight
256	224	gen\grid_extra_1_1.txt

[BOARD]
BOARD	2052
CARDSTACK	2048
POINT	2000
MONEY	2000
TIME	2000
LIVES	2000
WORLDNUM	2000
#WORLDFIELD	2000
PLAYERCHAR	2036
SPEEDBAR	2039
#CLOCK	2038
#DOLLARSIGN	2037
